,Match_addr,County,Postal,PostalExt,Country,X,Y,>1,Pop 1 mile,Particulate Matter (PM 2.5 in ug/m3),Ozone (ppb),NATA Diesel PM (ug/m3),NATA Air Toxics Cancer Risk (risk per MM),NATA Respiratory Hazard Index,Traffic Proximity and Volume (daily traffic count/distance to road),Lead Paint Indicator (% pre-1960s housing),Superfund Proximity (site count/km distance),RMP Proximity (facility count/km distance),Hazardous Waste Proximity (facility count/km distance),Wastewater Discharge Indicators (toxicity-weighted concentration/m distance),Demographic Index,Minority Population,Low Income Population,Linguistically Isolated Population,Population with Less Than High School Education,Population under Age 5,Population over Age 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"2622 Ashleys Grove Rd, Murfreesboro, North Carolina, 27855",Northampton County,27855,9653,USA,-77.16963587,36.41266771,,127,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,36%,39%,33%,0%,26%,9%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"2140 Pleasant Grove Rd, Jackson, North Carolina, 27845",Northampton County,27845,9463,USA,-77.44400056,36.43221345,,80,7.75,39.4,0.183,30,0.4,52,0.42,0.011,0.06,0.058,0,39%,41%,36%,0%,26%,2%,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"4285 Mount Carmel Rd, Jackson, North Carolina, 27845",Northampton County,27845,9691,USA,-77.3976735,36.419688,,77,7.54,39.1,0.164,29,0.37,5.7,0.069,0.012,0.14,0.12,0,47%,48%,47%,0%,5%,14%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"4285 Mount Carmel Rd, Jackson, North Carolina, 27845",Northampton County,27845,9691,USA,-77.3976735,36.419688,,77,7.54,39.1,0.164,29,0.37,5.7,0.069,0.012,0.14,0.12,0,47%,48%,47%,0%,5%,14%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"7200 US-158, Jackson, North Carolina, 27845",Northampton County,27845,9663,USA,-77.37599833,36.42958479,,24,7.53,39.1,0.163,28,0.37,2.1,0.15,0.012,0.12,0.11,1.30E-07,42%,48%,36%,0%,11%,9%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"2622 Ashleys Grove Rd, Murfreesboro, North Carolina, 27855",Northampton County,27855,9653,USA,-77.16963587,36.41266771,,127,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,36%,39%,33%,0%,26%,9%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"3471 Skippers Rd, Skippers, Virginia, 23879",Greensville County,23879,2067,USA,-77.55876592,36.63607825,,44,7.9,39.2,0.213,32,0.44,230,0.17,0.012,0.056,0.18,2.80E-06,60%,67%,54%,0%,33%,7%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"2622 Ashleys Grove Rd, Murfreesboro, North Carolina, 27855",Northampton County,27855,9653,USA,-77.16963587,36.41266771,,127,7.53,39.1,0.163,28,0.37,2.2,0.47,0.014,0.21,0.17,9.20E-06,36%,39%,33%,0%,26%,9%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"396 Lebanon Church Rd, Garysburg, North Carolina, 27831",Northampton County,27831,9602,USA,-77.6004571,36.51344374,,240,7.89,39.4,0.19,32,0.44,65,0.13,0.011,0.23,0.13,0.0017,63%,72%,55%,0%,34%,3%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"248 Decharmarnel Dr, Murfreesboro, North Carolina, 27855",Northampton County,27855,9388,USA,-77.13986526,36.43650707,,342,7.41,39,0.152,28,0.37,4,0.3,0.015,0.13,0.12,4.80E-06,42%,49%,35%,0%,17%,5%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"690 Big Johns Store Rd, Margarettsville, North Carolina, 27853",Northampton County,27853,9675,USA,-77.37661703,36.53339498,,36,7.57,39.1,0.166,29,0.37,0.4,0.28,0.012,0.084,0.08,2.80E-07,38%,53%,23%,0%,19%,2%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"Dr Hall Rd, Gaston, North Carolina, 27832",Northampton County,27832,NA,USA,-77.68627024,36.50077776,,238,7.89,39.4,0.19,32,0.44,84,0.23,0.012,0.32,0.12,0.014,52%,58%,45%,0%,31%,2%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"320 Pleasant Hill Rd, Gaston, North Carolina, 27832",Northampton County,27832,9511,USA,-77.63996015,36.50363433,,1449,7.89,39.4,0.19,32,0.44,67,0.19,0.011,0.27,0.12,0.0078,60%,68%,51%,0%,33%,2%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"2186 US-158, Jackson, North Carolina, 27845",Northampton County,27845,NA,USA,-77.5031135,36.41173817,1.1,20,7.75,39.4,0.183,30,0.4,110,0.23,0.011,0.18,0.17,0.0026,89%,95%,83%,0%,30%,10%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"28147 NC-561, Enfield, North Carolina, 27823",Halifax County,27823,8642,USA,-77.79569066,36.27472832,,149,7.88,40.2,0.179,31,0.4,15,0.1,0.014,0.19,0.056,9.30E-06,66%,77%,56%,0%,27%,2%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"605 Poor Rd, Scotland Neck, North Carolina, 27874",Halifax County,27874,8622,USA,-77.47906931,36.05360237,,72,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,36%,58%,14%,0%,22%,0%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"732 Knight Farm Rd, Halifax, North Carolina, 27839",Halifax County,27839,8887,USA,-77.51645265,36.20443748,,33,7.68,39.8,0.166,29,0.39,0,0.3,0.012,0.089,0.041,0.0016,38%,58%,19%,0%,19%,0%,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"16675 US Highway 301, Enfield, North Carolina, 27823",Halifax County,27823,9156,USA,-77.63461583,36.20445017,,13,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,0.0043,70%,79%,61%,0%,17%,3%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"2295 Johnny Johnson Rd, Enfield, North Carolina, 27823",Halifax County,27823,8632,USA,-77.79887584,36.2283677,,73,7.88,40.4,0.159,30,0.39,11,0.19,0.014,0.093,0.059,5.50E-06,76%,92%,61%,0%,37%,3%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"604 Timber Creek Dr, Littleton, North Carolina, 27850",Halifax County,27850,8957,USA,-77.87359053,36.490014,,368,7.86,39.7,0.156,30,0.4,1.9,0.035,0.014,0.052,0.044,0.034,7%,0%,14%,0%,6%,4%,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"88 Kyle Rd, Littleton, North Carolina, 27850",Halifax County,27850,8401,USA,-77.76341011,36.32371212,,37,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,57%,61%,52%,0%,26%,0%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"704 Andrew Hale Rd, Littleton, North Carolina, 27850",Halifax County,27850,9820,USA,-77.69967004,36.29456148,,57,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,57%,61%,52%,0%,26%,0%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"16353 Justice Branch Rd, Littleton, North Carolina, 27850",Halifax County,27850,8620,USA,-77.78602897,36.35442893,,19,7.86,39.9,0.208,31,0.42,24,0.18,0.013,0.22,0.078,0,46%,36%,55%,0%,24%,6%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"24136 NC Highway 48, Enfield, North Carolina, 27823",Halifax County,27823,8252,USA,-77.82537232,36.18935946,,86,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,75%,91%,60%,0%,29%,4%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"20911 Highway 48, Enfield, North Carolina, 27823",Halifax County,27823,NA,USA,-77.8452795,36.228627,,244,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,75%,91%,60%,0%,29%,4%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"7458 Douglass Hill Farm Rd, Scotland Neck, North Carolina, 27874",Halifax County,27874,8670,USA,-77.50143869,36.0789583,,42,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,36%,58%,14%,0%,22%,0%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"216 Adcock Rd, Whitakers, North Carolina, 27891",Halifax County,27891,9495,USA,-77.8101428,36.15335089,,70,7.9,40.4,0.152,30,0.39,2,0.098,0.015,0.077,0.058,3.40E-06,75%,91%,60%,0%,29%,4%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"1162 Green Star Rd, Halifax, North Carolina, 27839",Halifax County,27839,7503,USA,-77.56299223,36.20007481,,64,7.79,40.2,0.179,30,0.39,0.83,0.35,0.012,0.32,0.076,0.00048,73%,69%,77%,0%,33%,3%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"280 Hilliard Hux Rd, Littleton, North Carolina, 27850",Halifax County,27850,NA,USA,-77.76340026,36.31382819,1.1,71,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,57%,61%,52%,0%,26%,0%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"230 Hibiscus Ln, Littleton, North Carolina, 27850",Halifax County,27850,9680,USA,-77.83658307,36.46391954,,187,7.86,39.7,0.156,30,0.4,4,0.1,0.014,0.059,0.05,2.00E-02,39%,41%,38%,0%,15%,2%,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"440 Hibiscus Ln, Littleton, North Carolina, 27850",Halifax County,27850,9834,USA,-77.83718726,36.46204199,,164,7.86,39.7,0.156,30,0.4,4.4,0.11,0.014,0.06,0.051,1.80E-02,44%,46%,42%,0%,16%,1%,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"1139 Green Star Rd, Halifax, North Carolina, 27839",Halifax County,27839,7503,USA,-77.56395159,36.20042218,,64,7.79,40.2,0.179,30,0.39,0.83,0.35,0.012,0.32,0.076,4.80E-04,73%,69%,77%,0%,33%,3%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"15454 US Highway 301, Enfield, North Carolina, 27823",Halifax County,27823,8967,USA,-77.626044,36.223263,,88,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,4.30E-03,70%,79%,61%,0%,17%,3%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"197 Stamper Siding Rd, Scotland Neck, North Carolina, 27874",Halifax County,27874,8206,USA,-77.4021112,36.09374184,,47,7.49,40,0.151,28,0.37,0,0.37,0.016,0.17,0.042,1.80E-04,63%,58%,69%,0%,28%,5%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"x=-77.584389, y=36.131184",Halifax County,27823,NA,USA,-77.5800478,36.11788649,1.2,12,7.81,40.3,0.181,30,0.39,0.0036,0.41,0.012,0.74,0.095,5.70E-06,78%,89%,67%,0%,23%,3%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"6585 Thelma Rd, Littleton, North Carolina, 27850",Halifax County,27850,NA,USA,-77.79889634,36.46742085,,217,7.86,39.7,0.156,30,0.4,5.2,0.18,0.014,0.064,0.054,9.20E-03,60%,69%,51%,0%,21%,0%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"11748 US-158, Littleton, North Carolina, 27850",Halifax County,27850,9693,USA,-77.8690424,36.45791863,,67,7.86,39.7,0.156,30,0.4,5.6,0.17,0.014,0.064,0.054,1.10E-02,62%,69%,55%,0%,21%,0%,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"34 Holt St, Hollister, North Carolina, 27844",Halifax County,27844,9482,USA,-77.93336235,36.25859166,,391,7.9,40.4,0.152,30,0.39,0,0.13,0.017,0.046,0.038,1.40E-06,74%,90%,57%,1%,28%,8%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"3879 Williams Rd, Littleton, North Carolina, 27850",Halifax County,27850,9802,USA,-77.89060283,36.31382315,,7,7.9,40.4,0.152,30,0.39,0,0.18,0.015,0.067,0.039,3.30E-06,65%,76%,55%,1%,28%,2%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"805 Hendersons Farm Rd, Scotland Neck, North Carolina, 27874",Halifax County,27874,8989,USA,-77.41592619,36.15573128,,72,7.49,40,0.151,28,0.37,0,0.34,0.014,0.71,0.035,3.30E-04,52%,56%,47%,1%,22%,11%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"1043 Melvin Rd, Littleton, North Carolina, 27850",Halifax County,27850,8788,USA,-77.73735458,36.29981944,,121,7.86,39.9,0.208,31,0.42,28,0.1,0.013,0.31,0.053,1.50E-05,57%,61%,52%,0%,26%,0%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"2490 Grapevine Rd, Halifax, North Carolina, 27839",Halifax County,27839,NA,USA,-77.65697233,36.34108258,,37,7.68,39.8,0.166,29,0.39,7.4,0.21,0.011,0.18,0.071,4.30E-03,70%,79%,61%,0%,17%,3%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"2177 Mill Creek Rd, Halifax, North Carolina, 27839",Halifax County,27839,9325,USA,-77.6834595,36.339318,,126,7.85,39.9,0.206,31,0.41,23,0.18,0.013,0.22,0.078,2.70E-04,47%,39%,56%,0%,24%,6%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"x=-77.408222, y=36.162084",Halifax County,NA,NA,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"76 Flower Orchard Rd, Littleton, North Carolina, 27850",Halifax County,27850,8903,USA,-77.89690034,36.50255732,,270,7.87,39.8,0.156,30,0.4,1.8,0.039,0.015,0.05,0.043,3.20E-02,11%,5%,17%,0%,6%,4%,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"779 Panther Dr, Enfield, North Carolina, 27823",Halifax County,27823,8555,USA,-77.68957972,36.29718023,,64,7.86,39.9,0.208,31,0.42,29,0.11,0.013,0.31,0.053,1.50E-05,57%,62%,53%,0%,26%,0%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"1501 Rev Alex Brown Rd, Roanoke Rapids, North Carolina, 27870",Halifax County,27870,8024,USA,-77.79528554,36.4859297,,50,7.86,39.7,0.156,30,0.4,5.6,0.17,0.014,0.064,0.054,1.10E-02,62%,69%,55%,0%,21%,0%,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,"59 Poe Creek Dr, Littleton, North Carolina, 27850",Halifax County,27850,9442,USA,-77.86861659,36.49327231,,322,7.86,39.7,0.156,30,0.4,1.9,0.035,0.014,0.052,0.044,3.40E-02,7%,0%,14%,0%,6%,4%,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"1440 Stansbury Rd, Littleton, North Carolina, 27850",Halifax County,27850,NA,USA,-77.91371442,36.35599693,,3,7.9,40.4,0.152,30,0.39,0,0.18,0.015,0.067,0.039,3.30E-06,65%,76%,55%,1%,28%,2%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"5667 Thelma Rd, Roanoke Rapids, North Carolina, 27870",Halifax County,27870,8723,USA,-77.78699744,36.4723602,,59,7.86,39.7,0.156,30,0.4,5.6,0.17,0.014,0.064,0.054,1.10E-02,62%,69%,55%,0%,21%,0%,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"306 Bethel Rd, Scotland Neck, North Carolina, 27874",Halifax County,27874,8106,USA,-77.37482949,36.1154517,,197,7.49,40,0.151,28,0.37,0,0.33,0.016,0.27,0.04,2.20E-04,64%,61%,67%,0%,28%,7%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"28261 Highway 561, Enfield, North Carolina, 27823",Halifax County,27823,NA,USA,-77.796261,36.273933,,149,7.88,40.2,0.179,31,0.4,15,0.1,0.014,0.19,0.056,9.30E-06,66%,77%,56%,0%,27%,2%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"13248 US Highway 258, Scotland Neck, North Carolina, 27874",Halifax County,27874,8632,USA,-77.493897,36.047187,1.1,122,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,36%,58%,14%,0%,22%,0%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,"295 Nation Rd, Roanoke Rapids, North Carolina, 27870",Halifax County,27870,9085,USA,-77.71467418,36.4104464,,1200,7.87,39.7,0.207,31,0.42,29,0.13,0.012,0.19,0.15,6.70E-04,69%,73%,65%,0%,22%,9%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"x=-77.804550, y=36.152557",Cumberland County,28308,NA,USA,-79.00257807,35.16835271,,3622,8.58,42.5,0.244,38,0.64,130,0.083,0.075,0.22,0.22,0.00E+00,55%,53%,57%,5%,5%,13%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"2413 Mullin Rd, Scotland Neck, North Carolina, 27874",Halifax County,27874,8200,USA,-77.49028989,36.0977176,,58,7.49,40,0.151,28,0.37,0,0.42,0.014,0.15,0.048,1.30E-06,36%,58%,14%,0%,22%,0%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
